victim_age,offender_age,incident_hour,latitude,longitude,month_num,relationship_name,victim_sex,offender_sex,victim_ethnicity,offender_ethnicity,victim_race,offender_race,location_name,offense_name,offense_category_name,crime_against,ct_flag,hc_flag
80,15,17,-74.22,40.66,1,Victim Was Stranger,F,M,Not Hispanic or Latino,Hispanic or Latino,White,White,Residence/Home,Motor Vehicle Theft,Arson,Property,False,True
55,87,12,-73.97,39.37,11,Victim Was Stranger,M,F,Hispanic or Latino,Not Hispanic or Latino,Black or African American,Black or African American,Residence/Home,Theft From Building,Embezzlement,Person,False,True
34,68,10,-73.92,41.26,6,Victim Was Child,F,F,Hispanic or Latino,Not Hispanic or Latino,White,White,Residence/Home,Theft From Motor Vehicle,Destruction/Damage/Vandalism of Property,Property,True,True
94,10,2,-75.23,39.91,10,Victim Was Boyfriend/Girlfriend,F,M,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Highway/Road/Alley/Street/Sidewalk,Counterfeiting/Forgery,Kidnapping/Abduction,Property,True,True
78,16,16,-74.26,40.75,2,Victim Was Friend,M,M,Not Hispanic or Latino,Hispanic or Latino,White,Black or African American,Residence/Home,Sexual Assault With An Object,Robbery,Property,True,True
44,55,16,-74.12,39.38,3,Victim Was Friend,F,F,Hispanic or Latino,Hispanic or Latino,White,Black or African American,Highway/Road/Alley/Street/Sidewalk,Sodomy,Counterfeiting/Forgery,Property,True,True
87,50,6,-75.3,40.89,4,Victim Was Boyfriend/Girlfriend,M,F,Not Hispanic or Latino,Hispanic or Latino,White,White,Service/Gas Station,Destruction/Damage/Vandalism of Property,Robbery,Person,True,False
88,49,5,-74.27,40.9,9,Victim Was Child,M,F,Hispanic or Latino,Hispanic or Latino,White,Black or African American,Residence/Home,Sexual Assault With An Object,Bribery,Property,False,True
83,79,21,-74.69,39.4,5,Victim Was Child,F,F,Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Highway/Road/Alley/Street/Sidewalk,Shoplifting,Sex Offenses,Property,True,False
4,6,18,-75.1,40.79,10,Victim Was Sibling,F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Restaurant,Rape,Homicide Offenses,Property,True,True
48,84,14,-75.44,40.81,2,Relationship Unknown,F,M,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Highway/Road/Alley/Street/Sidewalk,Burglary/Breaking & Entering,Bribery,Property,False,True
83,92,10,-74.14,40.42,2,Victim Was Spouse,F,M,Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Cyberspace,Intimidation,Sex Offenses,Property,True,True
81,20,13,-74.27,41.04,10,Victim Was Child,F,M,Hispanic or Latino,Hispanic or Latino,White,Black or African American,Restaurant,All Other Larceny,Burglary/Breaking & Entering,Property,True,True
88,47,4,-74.18,40.08,10,Victim Was Boyfriend/Girlfriend,M,F,Not Hispanic or Latino,Hispanic or Latino,White,White,Residence/Home,Kidnapping/Abduction,Human Trafficking,Property,False,True
38,83,21,-74.9,39.98,11,Victim Was Spouse,M,F,Not Hispanic or Latino,Hispanic or Latino,White,Black or African American,Residence/Home,Identity Theft,Extortion/Blackmail,Person,True,True
14,87,11,-75.09,40.61,2,Victim Was Acquaintance,F,F,Hispanic or Latino,Not Hispanic or Latino,Black or African American,Black or African American,Residence/Home,Shoplifting,Homicide Offenses,Person,True,True
48,86,3,-74.38,40.76,3,Victim Was Friend,M,M,Hispanic or Latino,Hispanic or Latino,Black or African American,Black or African American,Residence/Home,Sodomy,Robbery,Person,True,True
5,35,11,-74.99,39.44,8,Victim was Otherwise Known,M,F,Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Residence/Home,Purse-snatching,Arson,Person,True,True
48,82,17,-74.64,39.85,1,Victim was Ex-Spouse,M,F,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,Black or African American,Commercial/Office Building,Rape,Fraud Offenses,Property,True,True
28,51,5,-73.98,40.2,12,Victim Was Neighbor,F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Commercial/Office Building,Fondling,Bribery,Property,True,True
52,45,9,-75.32,39.07,3,Victim Was Other Family Member,M,F,Not Hispanic or Latino,Hispanic or Latino,Black or African American,White,Convenience Store,Theft From Motor Vehicle,Counterfeiting/Forgery,Property,True,True
74,51,13,-74.81,39.33,8,Victim Was Child,F,F,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,Black or African American,Commercial/Office Building,Motor Vehicle Theft,Counterfeiting/Forgery,Property,True,True
58,97,12,-74.57,39.82,4,Victim Was Stranger,M,M,Not Hispanic or Latino,Hispanic or Latino,White,Black or African American,Residence/Home,Credit Card/Automated Teller Machine Fraud,Embezzlement,Property,True,False
25,23,15,-74.31,39.27,1,Victim Was Parent,M,F,Not Hispanic or Latino,Hispanic or Latino,Black or African American,White,Residence/Home,Stolen Property Offenses,Stolen Property Offenses,Person,True,True
2,93,15,-74.01,40.73,3,Victim Was Other Family Member,F,M,Hispanic or Latino,Not Hispanic or Latino,White,White,Residence/Home,Motor Vehicle Theft,Assault Offenses,Property,True,True
96,84,17,-74.0,39.68,5,Relationship Unknown,F,F,Hispanic or Latino,Not Hispanic or Latino,Black or African American,White,Residence/Home,Stolen Property Offenses,Sex Offenses,Person,True,True
92,90,19,-74.29,39.97,7,Victim was Otherwise Known,F,M,Not Hispanic or Latino,Hispanic or Latino,White,White,Highway/Road/Alley/Street/Sidewalk,Kidnapping/Abduction,Arson,Person,True,True
28,58,15,-74.6,40.86,4,Victim was Ex-Spouse,M,F,Hispanic or Latino,Hispanic or Latino,White,White,Cyberspace,Aggravated Assault,Arson,Person,True,True
77,90,16,-75.38,39.23,12,Victim Was Child,F,F,Not Hispanic or Latino,Not Hispanic or Latino,Asian,American Indian or Alaska Native,Convenience Store,Sexual Assault With An Object,Extortion/Blackmail,Person,True,True
25,32,6,-74.6,39.99,2,Victim Was Child,M,F,Hispanic or Latino,Hispanic or Latino,White,White,Highway/Road/Alley/Street/Sidewalk,False Pretenses/Swindle/Confidence Game,Destruction/Damage/Vandalism of Property,Person,True,True
93,96,5,-75.03,41.12,12,Victim Was Stranger,F,F,Not Hispanic or Latino,Hispanic or Latino,Black or African American,Black or African American,Highway/Road/Alley/Street/Sidewalk,Identity Theft,Homicide Offenses,Person,True,True
3,8,7,-74.87,40.05,2,Victim was Otherwise Known,F,F,Hispanic or Latino,Not Hispanic or Latino,White,White,Specialty Store,All Other Larceny,Human Trafficking,Person,False,True
59,17,21,-74.9,40.02,8,Victim Was Boyfriend/Girlfriend,F,M,Hispanic or Latino,Not Hispanic or Latino,White,White,School-Elementary/Secondary,Extortion/Blackmail,Extortion/Blackmail,Property,True,True
51,40,14,-75.29,38.96,5,Victim Was Other Family Member,M,F,Hispanic or Latino,Not Hispanic or Latino,White,White,Residence/Home,Theft of Motor Vehicle Parts or Accessories,Burglary/Breaking & Entering,Person,True,True
19,5,10,-74.56,39.15,11,Victim Was Child,F,F,Not Hispanic or Latino,Hispanic or Latino,Black or African American,Asian,Residence/Home,Aggravated Assault,Robbery,Property,True,False
36,5,12,-74.11,39.69,5,Victim Was Sibling,F,F,Not Hispanic or Latino,Hispanic or Latino,White,White,Highway/Road/Alley/Street/Sidewalk,Credit Card/Automated Teller Machine Fraud,Extortion/Blackmail,Property,False,True
31,64,4,-74.64,39.24,5,Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend),F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,Asian,Residence/Home,Robbery,Fraud Offenses,Property,True,False
25,60,17,-74.16,39.7,10,Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend),F,M,Hispanic or Latino,Hispanic or Latino,Black or African American,White,Cyberspace,Kidnapping/Abduction,Robbery,Property,True,True
42,76,3,-74.36,40.52,5,Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend),F,F,Hispanic or Latino,Hispanic or Latino,White,Black or African American,Residence/Home,Theft From Building,Extortion/Blackmail,Property,False,True
14,33,8,-74.92,39.56,1,Victim Was Friend,F,M,Hispanic or Latino,Hispanic or Latino,Black or African American,Black or African American,Residence/Home,Extortion/Blackmail,Destruction/Damage/Vandalism of Property,Property,True,True
74,40,18,-74.47,39.82,4,Victim Was Child,F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Residence/Home,Fondling,Kidnapping/Abduction,Property,True,False
75,71,21,-75.19,39.64,8,Relationship Unknown,F,F,Hispanic or Latino,Hispanic or Latino,Black or African American,White,Parking/Drop Lot/Garage,Fondling,Extortion/Blackmail,Person,True,True
6,24,2,-73.99,39.88,12,Victim Was Sibling,F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Residence/Home,Theft of Motor Vehicle Parts or Accessories,Extortion/Blackmail,Person,True,True
53,43,15,-74.4,39.1,2,Victim Was Child,F,M,Hispanic or Latino,Hispanic or Latino,White,White,Residence/Home,Stolen Property Offenses,Counterfeiting/Forgery,Person,True,True
64,57,20,-74.97,40.59,6,Victim Was Sibling,F,F,Hispanic or Latino,Not Hispanic or Latino,White,White,Highway/Road/Alley/Street/Sidewalk,Theft of Motor Vehicle Parts or Accessories,Kidnapping/Abduction,Property,True,True
16,21,11,-74.0,40.11,2,Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend),F,F,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,White,Residence/Home,Aggravated Assault,Arson,Person,False,True
19,46,5,-75.37,40.67,12,Victim Was Neighbor,F,F,Not Hispanic or Latino,Hispanic or Latino,Black or African American,Black or African American,Residence/Home,Purse-snatching,Destruction/Damage/Vandalism of Property,Property,True,True
75,86,21,-74.31,40.62,9,Victim Was Parent,F,F,Hispanic or Latino,Hispanic or Latino,Black or African American,Black or African American,Residence/Home,Sodomy,Counterfeiting/Forgery,Person,True,True
49,64,21,-75.51,40.82,6,Victim Was Parent,M,M,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,Black or African American,Residence/Home,Sodomy,Kidnapping/Abduction,Property,True,True
88,62,1,-74.19,39.59,3,Victim Was Friend,M,F,Hispanic or Latino,Not Hispanic or Latino,Black or African American,White,Residence/Home,Aggravated Assault,Bribery,Property,True,True
51,51,21,-75.47,39.1,3,Victim Was Boyfriend/Girlfriend,F,F,Hispanic or Latino,Hispanic or Latino,Black or African American,White,Residence/Home,Wire Fraud,Human Trafficking,Person,False,True
41,91,3,-74.4,39.99,8,Victim Was Sibling,F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Residence/Home,Sexual Assault With An Object,Kidnapping/Abduction,Property,False,True
55,13,23,-74.79,40.02,9,Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend),F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Residence/Home,Theft From Building,Kidnapping/Abduction,Property,True,False
49,12,3,-74.18,39.52,7,Victim Was Parent,F,M,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,White,Residence/Home,Stolen Property Offenses,Stolen Property Offenses,Property,True,True
18,97,11,-74.73,39.66,5,Victim Was Boyfriend/Girlfriend,F,F,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,White,Residence/Home,Counterfeiting/Forgery,Bribery,Property,True,True
86,49,0,-74.05,40.96,6,Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend),M,F,Not Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Residence/Home,False Pretenses/Swindle/Confidence Game,Human Trafficking,Property,True,True
67,24,20,-74.93,40.97,1,Victim was Ex-Spouse,F,F,Not Hispanic or Latino,Hispanic or Latino,White,White,Residence/Home,Theft of Motor Vehicle Parts or Accessories,Bribery,Property,False,True
72,68,16,-75.16,39.16,10,Victim Was Parent,M,F,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,Black or African American,Residence/Home,Rape,Embezzlement,Property,True,True
11,74,8,-74.02,40.97,10,Victim Was Parent,F,F,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,Black or African American,Parking/Drop Lot/Garage,Kidnapping/Abduction,Homicide Offenses,Person,False,True
72,33,6,-75.13,39.0,1,Victim Was Friend,F,F,Not Hispanic or Latino,Hispanic or Latino,White,Black or African American,Residence/Home,Sodomy,Kidnapping/Abduction,Person,True,True
58,21,0,-74.87,41.21,7,Victim Was Friend,F,M,Not Hispanic or Latino,Hispanic or Latino,Black or African American,Black or African American,School/College,Stolen Property Offenses,Burglary/Breaking & Entering,Property,False,True
11,12,5,-74.89,40.22,5,Victim Was Acquaintance,M,F,Not Hispanic or Latino,Hispanic or Latino,Black or African American,White,Convenience Store,Fondling,Extortion/Blackmail,Property,True,True
47,91,9,-74.86,39.11,3,Victim Was Spouse,M,M,Not Hispanic or Latino,Hispanic or Latino,White,Native Hawaiian or Other Pacific Islander,Highway/Road/Alley/Street/Sidewalk,All Other Larceny,Counterfeiting/Forgery,Property,True,True
84,67,20,-74.96,40.18,7,Victim Was Acquaintance,F,M,Not Hispanic or Latino,Hispanic or Latino,White,Black or African American,Residence/Home,Motor Vehicle Theft,Sex Offenses,Property,True,True
8,13,13,-74.11,40.74,6,Victim Was Parent,F,F,Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Residence/Home,Extortion/Blackmail,Robbery,Property,True,True
17,22,11,-74.71,40.79,12,Victim Was Spouse,F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Residence/Home,Stolen Property Offenses,Embezzlement,Property,True,True
65,89,2,-75.22,40.87,10,Victim was Otherwise Known,F,M,Not Hispanic or Latino,Hispanic or Latino,Black or African American,White,Residence/Home,Kidnapping/Abduction,Burglary/Breaking & Entering,Person,True,True
79,75,3,-74.69,39.26,6,Victim Was Neighbor,F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Highway/Road/Alley/Street/Sidewalk,Intimidation,Human Trafficking,Person,True,True
91,18,9,-74.87,40.49,3,Victim Was Neighbor,F,M,Hispanic or Latino,Not Hispanic or Latino,White,White,Specialty Store,Credit Card/Automated Teller Machine Fraud,Larceny/Theft Offenses,Person,False,True
49,18,3,-74.16,40.45,6,Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend),F,F,Not Hispanic or Latino,Hispanic or Latino,White,Black or African American,Residence/Home,Purse-snatching,Burglary/Breaking & Entering,Person,True,True
35,44,0,-74.37,40.08,12,Victim Was Child,F,F,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,White,Specialty Store,Burglary/Breaking & Entering,Kidnapping/Abduction,Person,True,True
6,63,17,-74.09,39.13,10,Victim Was Other Family Member,M,F,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,Black or African American,Restaurant,Fondling,Destruction/Damage/Vandalism of Property,Person,True,True
21,42,17,-75.03,39.01,4,Victim Was Stranger,M,M,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Residence/Home,Motor Vehicle Theft,Human Trafficking,Person,True,True
28,7,5,-75.12,39.25,6,Victim Was Child,F,F,Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Highway/Road/Alley/Street/Sidewalk,All Other Larceny,Arson,Person,True,True
85,75,22,-74.75,39.03,7,Victim Was Stranger,M,M,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,White,Residence/Home,Wire Fraud,Destruction/Damage/Vandalism of Property,Property,True,True
11,69,17,-74.35,40.94,9,Relationship Unknown,M,F,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,White,Residence/Home,Shoplifting,Robbery,Person,True,True
77,66,9,-74.48,40.65,2,Victim Was Acquaintance,F,F,Not Hispanic or Latino,Hispanic or Latino,Asian,Black or African American,Residence/Home,Extortion/Blackmail,Robbery,Property,True,True
34,28,11,-74.17,41.03,12,Victim Was Parent,F,F,Hispanic or Latino,Not Hispanic or Latino,Black or African American,White,Residence/Home,Purse-snatching,Fraud Offenses,Person,True,True
5,31,4,-74.82,40.79,3,Victim Was Neighbor,M,M,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,Black or African American,Residence/Home,Theft From Motor Vehicle,Kidnapping/Abduction,Property,True,True
35,13,2,-74.88,39.49,3,Victim was Ex-Spouse,M,F,Hispanic or Latino,Hispanic or Latino,Black or African American,Black or African American,Hotel/Motel/Etc.,Sexual Assault With An Object,Destruction/Damage/Vandalism of Property,Property,True,True
18,30,5,-75.51,39.1,6,Victim Was Parent,F,F,Hispanic or Latino,Not Hispanic or Latino,Black or African American,Black or African American,Residence/Home,Sexual Assault With An Object,Robbery,Person,True,False
24,27,13,-74.92,39.81,2,Victim was Otherwise Known,M,F,Hispanic or Latino,Not Hispanic or Latino,White,White,Residence/Home,Motor Vehicle Theft,Human Trafficking,Person,False,True
8,71,5,-74.68,41.18,4,Victim Was Friend,F,F,Not Hispanic or Latino,Hispanic or Latino,White,White,Highway/Road/Alley/Street/Sidewalk,Stolen Property Offenses,Embezzlement,Person,True,False
17,11,13,-75.01,39.49,10,Victim Was Acquaintance,F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Residence/Home,Identity Theft,Embezzlement,Person,False,True
26,11,6,-74.09,40.2,6,Victim Was Sibling,F,F,Not Hispanic or Latino,Hispanic or Latino,White,White,Residence/Home,Robbery,Robbery,Property,True,True
44,1,9,-74.78,40.9,9,Victim was Ex-Spouse,M,F,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,White,Highway/Road/Alley/Street/Sidewalk,Murder and Nonnegligent Manslaughter,Human Trafficking,Person,True,True
13,100,13,-75.05,39.35,8,Victim was Otherwise Known,M,F,Not Hispanic or Latino,Hispanic or Latino,Asian,White,Parking/Drop Lot/Garage,Counterfeiting/Forgery,Extortion/Blackmail,Person,True,True
8,67,10,-74.29,41.22,2,Victim Was Sibling,F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Residence/Home,Wire Fraud,Assault Offenses,Property,True,True
92,41,8,-75.23,39.89,11,Victim Was Boyfriend/Girlfriend,M,M,Hispanic or Latino,Hispanic or Latino,Black or African American,White,Highway/Road/Alley/Street/Sidewalk,Counterfeiting/Forgery,Robbery,Person,True,False
84,16,18,-75.2,39.82,5,Victim was Otherwise Known,F,M,Not Hispanic or Latino,Hispanic or Latino,Black or African American,Black or African American,Residence/Home,Stolen Property Offenses,Counterfeiting/Forgery,Property,True,True
41,72,13,-74.5,40.11,6,Victim Was Spouse,M,M,Not Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Parking/Drop Lot/Garage,Sexual Assault With An Object,Motor Vehicle Theft,Property,False,True
49,76,13,-74.13,40.68,8,Victim Was Parent,F,M,Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Residence/Home,Identity Theft,Burglary/Breaking & Entering,Person,True,True
57,97,3,-74.74,40.92,7,Relationship Unknown,M,M,Not Hispanic or Latino,Hispanic or Latino,Unknown,White,Residence/Home,Theft of Motor Vehicle Parts or Accessories,Sex Offenses,Property,True,True
97,51,15,-74.65,39.12,11,Victim was Otherwise Known,F,F,Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Cyberspace,Destruction/Damage/Vandalism of Property,Robbery,Property,True,True
21,76,23,-74.02,39.19,7,Victim Was Spouse,M,F,Hispanic or Latino,Hispanic or Latino,White,Black or African American,Highway/Road/Alley/Street/Sidewalk,Rape,Robbery,Property,True,True
80,91,14,-74.77,40.23,5,Victim Was Acquaintance,M,F,Hispanic or Latino,Not Hispanic or Latino,White,White,Residence/Home,Impersonation,Sex Offenses,Person,True,True
12,80,21,-74.38,40.97,8,Victim Was Neighbor,M,F,Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Residence/Home,Simple Assault,Human Trafficking,Person,True,True
69,9,9,-74.29,38.98,1,Victim Was Neighbor,M,F,Not Hispanic or Latino,Hispanic or Latino,Black or African American,White,Residence/Home,Shoplifting,Sex Offenses,Property,True,False
68,75,0,-74.82,41.04,2,Victim Was Other Family Member,M,F,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Parking/Drop Lot/Garage,Wire Fraud,Counterfeiting/Forgery,Person,False,True
12,51,17,-75.52,39.5,9,Victim Was Acquaintance,F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Residence/Home,Statutory Rape,Extortion/Blackmail,Person,True,True
78,71,19,-74.85,38.97,5,Victim Was Child,F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Highway/Road/Alley/Street/Sidewalk,Shoplifting,Larceny/Theft Offenses,Property,True,True
9,85,6,-74.62,39.58,8,Victim Was Neighbor,F,F,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,Black or African American,Residence/Home,Credit Card/Automated Teller Machine Fraud,Robbery,Person,True,True
29,96,9,-75.38,39.75,7,Victim Was Child,M,F,Hispanic or Latino,Not Hispanic or Latino,White,White,Residence/Home,Counterfeiting/Forgery,Arson,Property,True,True
80,9,3,-74.12,40.99,9,Victim was Otherwise Known,F,F,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,White,Highway/Road/Alley/Street/Sidewalk,Sexual Assault With An Object,Burglary/Breaking & Entering,Person,False,True
45,97,18,-74.73,40.1,1,Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend),M,F,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Other/Unknown,Fondling,Arson,Property,True,True
16,47,14,-74.74,40.9,8,Victim Was Neighbor,F,F,Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Residence/Home,Aggravated Assault,Motor Vehicle Theft,Person,False,True
80,8,23,-74.2,40.01,7,Victim Was Child,M,F,Not Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Residence/Home,Credit Card/Automated Teller Machine Fraud,Burglary/Breaking & Entering,Person,True,True
71,37,3,-74.99,39.81,8,Victim Was Friend,M,M,Not Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Hotel/Motel/Etc.,Simple Assault,Fraud Offenses,Property,True,False
52,49,4,-75.22,40.59,9,Victim was Ex-Spouse,M,M,Hispanic or Latino,Hispanic or Latino,White,White,Residence/Home,Kidnapping/Abduction,Embezzlement,Person,True,True
48,22,2,-73.92,39.91,1,Victim Was Spouse,M,F,Not Hispanic or Latino,Not Hispanic or Latino,White,Unknown,Residence/Home,Sodomy,Human Trafficking,Person,True,True
70,37,3,-75.05,41.29,10,Victim Was Spouse,F,F,Hispanic or Latino,Not Hispanic or Latino,Black or African American,White,Highway/Road/Alley/Street/Sidewalk,Murder and Nonnegligent Manslaughter,Bribery,Person,True,True
17,81,18,-74.48,40.25,3,Victim Was Stranger,F,M,Hispanic or Latino,Not Hispanic or Latino,White,White,Residence/Home,Intimidation,Embezzlement,Person,True,True
79,41,9,-75.46,39.98,2,Victim Was Child,F,F,Hispanic or Latino,Not Hispanic or Latino,White,American Indian or Alaska Native,Bank/Savings and Loan,Theft From Motor Vehicle,Kidnapping/Abduction,Property,True,True
52,22,19,-74.91,39.11,3,Victim Was Stranger,M,F,Not Hispanic or Latino,Hispanic or Latino,Black or African American,White,Residence/Home,Theft of Motor Vehicle Parts or Accessories,Stolen Property Offenses,Person,True,True
47,97,13,-74.05,39.17,6,Relationship Unknown,M,M,Hispanic or Latino,Hispanic or Latino,White,White,Residence/Home,Shoplifting,Motor Vehicle Theft,Person,False,True
45,72,0,-75.25,39.85,4,Victim Was Neighbor,F,M,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,Black or African American,Residence/Home,Statutory Rape,Stolen Property Offenses,Person,True,False
64,84,18,-75.01,39.29,8,Victim Was Sibling,F,F,Hispanic or Latino,Not Hispanic or Latino,Unknown,White,Highway/Road/Alley/Street/Sidewalk,Sodomy,Stolen Property Offenses,Property,True,True
67,66,14,-74.88,39.28,12,Victim Was Sibling,M,F,Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Hotel/Motel/Etc.,Kidnapping/Abduction,Kidnapping/Abduction,Property,True,True
34,40,2,-74.97,40.37,4,Victim Was Boyfriend/Girlfriend,M,F,Not Hispanic or Latino,Not Hispanic or Latino,White,Asian,Residence/Home,Identity Theft,Burglary/Breaking & Entering,Person,True,True
62,16,12,-75.37,40.05,2,Victim Was Spouse,M,F,Not Hispanic or Latino,Hispanic or Latino,White,Black or African American,Residence/Home,Murder and Nonnegligent Manslaughter,Arson,Property,True,True
73,16,20,-75.1,39.26,8,Victim Was Child,F,M,Hispanic or Latino,Hispanic or Latino,Black or African American,White,Residence/Home,Kidnapping/Abduction,Motor Vehicle Theft,Person,True,True
19,92,22,-74.0,39.9,6,Victim Was Acquaintance,F,M,Hispanic or Latino,Not Hispanic or Latino,Black or African American,White,Highway/Road/Alley/Street/Sidewalk,Sodomy,Burglary/Breaking & Entering,Person,True,True
71,48,8,-74.81,39.05,6,Victim Was Boyfriend/Girlfriend,F,F,Hispanic or Latino,Not Hispanic or Latino,White,Asian,Residence/Home,Murder and Nonnegligent Manslaughter,Sex Offenses,Property,True,True
12,3,9,-75.31,39.92,5,Victim Was Child,M,F,Hispanic or Latino,Hispanic or Latino,Black or African American,Black or African American,Residence/Home,All Other Larceny,Assault Offenses,Property,True,True
80,38,16,-74.68,40.46,1,Victim was Ex-Spouse,M,F,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,White,Convenience Store,Murder and Nonnegligent Manslaughter,Human Trafficking,Property,True,True
44,75,8,-75.48,39.47,6,Victim Was Neighbor,F,M,Not Hispanic or Latino,Hispanic or Latino,Black or African American,White,Residence/Home,Stolen Property Offenses,Robbery,Person,True,True
58,61,21,-73.98,39.63,6,Relationship Unknown,F,F,Hispanic or Latino,Not Hispanic or Latino,White,White,Residence/Home,Burglary/Breaking & Entering,Sex Offenses,Person,False,True
16,76,23,-75.09,39.27,2,Victim Was Stranger,M,F,Hispanic or Latino,Not Hispanic or Latino,American Indian or Alaska Native,Black or African American,Residence/Home,Stolen Property Offenses,Destruction/Damage/Vandalism of Property,Property,False,True
87,27,20,-74.9,40.04,6,Victim Was Spouse,F,M,Hispanic or Latino,Not Hispanic or Latino,Black or African American,White,Hotel/Motel/Etc.,Theft of Motor Vehicle Parts or Accessories,Embezzlement,Person,False,True
29,32,1,-75.31,39.43,7,Victim Was Spouse,M,F,Hispanic or Latino,Hispanic or Latino,White,Black or African American,Highway/Road/Alley/Street/Sidewalk,Identity Theft,Larceny/Theft Offenses,Person,True,True
93,88,15,-74.64,40.69,2,Victim Was Friend,M,F,Hispanic or Latino,Hispanic or Latino,White,Asian,Residence/Home,Intimidation,Arson,Person,True,True
88,77,9,-74.19,40.86,9,Victim was Otherwise Known,F,F,Not Hispanic or Latino,Hispanic or Latino,Black or African American,Black or African American,Cyberspace,Fondling,Extortion/Blackmail,Property,True,False
50,88,16,-74.33,41.01,9,Victim Was Parent,F,F,Hispanic or Latino,Not Hispanic or Latino,Black or African American,White,Residence/Home,Sodomy,Robbery,Property,True,False
86,76,6,-74.23,40.49,1,Victim Was Parent,F,F,Hispanic or Latino,Not Hispanic or Latino,Black or African American,White,Commercial/Office Building,Wire Fraud,Counterfeiting/Forgery,Property,True,True
62,18,5,-74.14,39.17,11,Victim was Otherwise Known,F,M,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,Black or African American,School-College/University,Sexual Assault With An Object,Robbery,Property,True,True
16,6,19,-74.59,40.49,4,Victim was Otherwise Known,F,M,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,White,Residence/Home,Identity Theft,Burglary/Breaking & Entering,Person,True,True
53,99,22,-74.58,40.92,7,Victim Was Stranger,M,F,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Residence/Home,Counterfeiting/Forgery,Fraud Offenses,Property,True,True
18,40,17,-73.97,39.07,3,Victim Was Child,F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Residence/Home,Credit Card/Automated Teller Machine Fraud,Counterfeiting/Forgery,Property,True,True
