data_year,offense_id,incident_id,offense_code,attempt_complete_flag,location_id,num_premises_entered,method_entry_code
2022,186698652,156002882,23H,C,35,,
2022,186698654,156002884,13B,C,35,,
2022,191654985,160314009,290,C,23,,
2022,186698655,156002885,23H,C,35,,
2022,191654986,160314010,23C,C,17,,
2022,186698657,156002887,13B,C,35,,
2022,186698660,156002889,23H,C,35,,
2022,191654987,160314011,23G,C,25,,
2022,186684819,155990759,23H,C,98,,
2022,191654988,160314012,13A,C,35,,
2022,186684820,155990760,23H,C,35,,
2022,186684821,155990761,290,C,35,,
2022,187217246,156443498,23C,C,14,,
2022,186678937,155985633,23H,C,98,,
2022,198418952,166210700,23F,C,33,,
2022,187279669,156499219,13B,C,35,,
2022,187336563,156550245,13B,C,24,,
2022,187336564,156550245,290,C,24,,
2022,187336565,156550246,13B,C,35,,
2022,191654989,160314013,290,C,25,,
2022,187336566,156550247,23H,C,35,,
2022,191791168,160431657,520,C,35,,
2022,192409673,160962424,23H,C,25,,
2022,191791169,160431658,290,C,32,,
2022,187417885,156619845,13B,C,41,,
2022,187417886,156619845,290,C,41,,
2022,191791170,160431659,290,C,25,,
2022,187336569,156550249,13B,C,98,,
2022,192409674,160962425,23G,C,37,,
2022,191791171,160431660,240,C,25,,
2022,187279670,156499220,23H,C,41,,
2022,191791172,160431661,720,C,35,,
2022,187217254,156443504,23H,C,35,,
2022,191845591,160478903,26B,C,15,,
2022,187417887,156619846,13A,C,35,,
2022,187417888,156619846,290,C,35,,
2022,187417889,156619846,720,C,35,,
2022,191845592,160478904,23H,C,35,,
2022,187279671,156499221,23C,C,14,,
2022,191845593,160478905,26B,C,15,,
2022,186698662,156002891,23C,C,44,,
2022,187279672,156499222,23F,A,35,,
2022,191845594,160478906,290,C,98,,
2022,187279673,156499223,23G,C,33,,
2022,187279674,156499223,290,C,33,,
2022,191845595,160478907,290,C,13,,
2022,187279675,156499224,240,C,25,,
2022,191845596,160478908,290,C,98,,
2022,187012758,156273219,23C,C,17,,
2022,191845597,160478909,290,C,25,,
2022,186856223,156137866,13B,C,35,,
2022,186856224,156137866,23H,C,35,,
2022,191845598,160478910,26B,C,15,,
2022,186856229,156137870,13B,C,38,,
2022,191845599,160478911,26A,C,26,,
2022,187734649,156895486,13A,C,35,,
2022,187734650,156895486,13B,C,35,,
2022,191845600,160478912,23H,C,35,,
2022,187336570,156550250,13B,C,35,,
2022,191845601,160478913,290,C,32,,
2022,197761611,165633968,13B,C,35,,
2022,191848787,160481692,13A,C,25,,
2022,187012759,156273220,290,C,35,,
2022,191848788,160481692,23H,C,25,,
2022,186856230,156137871,23H,C,25,,
2022,191848789,160481693,26B,A,15,,
2022,187012760,156273221,13C,C,35,,
2022,191957634,160578666,290,C,25,,
2022,187217261,156443510,13B,C,35,,
2022,186856242,156137880,23H,C,30,,
2022,191957635,160578667,23F,A,25,,
2022,187012761,156273222,23H,C,25,,
2022,191957636,160578668,23F,C,25,,
2022,187012762,156273223,13B,C,35,,
2022,191957637,160578669,23F,A,25,,
2022,187336572,156550252,120,C,98,,
2022,187012763,156273224,23H,C,98,,
2022,191957638,160578670,290,C,2,,
2022,187433854,156634318,26B,C,35,,
2022,191957639,160578671,26B,C,15,,
2022,187336574,156550254,13B,C,33,,
2022,191957641,160578673,23H,A,37,,
2022,187012764,156273225,23H,C,35,,
2022,191957642,160578674,13C,C,15,,
2022,190714012,159492609,35A,C,25,,
2022,191957643,160578675,23D,C,35,,
2022,187012765,156273226,23F,A,35,,
2022,191957644,160578676,23F,C,25,,
2022,187217263,156443512,23C,C,44,,
2022,191957645,160578677,23F,C,25,,
2022,198418953,166210701,23H,C,33,,
2022,187012767,156273228,23C,C,14,,
2022,191957646,160578678,23F,C,25,,
2022,187012768,156273229,23F,C,35,,
2022,191957647,160578679,23F,A,25,,
2022,187012769,156273230,23C,C,24,,
2022,191957648,160578680,23F,C,25,,
2022,187012770,156273231,23C,C,14,,
2022,187012771,156273232,23H,C,98,,
2022,191957649,160578681,23F,A,25,,
2022,187012772,156273233,23H,C,35,,
2022,191957650,160578682,23F,C,25,,
2022,187027452,156286102,13B,C,35,,
2022,187027453,156286102,520,C,35,,
2022,191957651,160578683,290,C,25,,
2022,191957652,160578684,23G,C,25,,
2022,192059162,160661735,26B,A,15,,
2022,192059163,160661736,13B,C,35,,
2022,192059164,160661737,23H,C,35,,
2022,192059165,160661738,290,C,25,,
2022,187027454,156286103,23C,C,24,,
2022,192059166,160661739,290,C,35,,
2022,187027455,156286104,290,C,33,,
2022,192059167,160661740,23F,C,25,,
2022,187336575,156550255,13B,C,35,,
2022,192059168,160661741,13A,C,25,,
2022,187032639,156290652,13B,C,35,,
2022,187027456,156286105,290,C,25,,
2022,192069511,160671316,13B,C,35,,
2022,187032640,156290653,13B,C,41,,
2022,192069512,160671317,23D,C,35,,
2022,187032641,156290654,13B,C,37,,
2022,187336576,156550256,13A,C,33,,
2022,192069513,160671318,13C,C,15,,
2022,187336577,156550256,520,C,98,,
2022,187032642,156290655,220,C,35,,N
2022,192069516,160671320,290,C,25,,
2022,187336578,156550257,23H,C,35,,
2022,192069517,160671321,240,C,25,,
2022,187505232,156696529,23C,C,19,,
2022,192069518,160671322,23C,C,14,,
2022,187505233,156696530,290,C,35,,
2022,192069519,160671323,220,C,17,,F
2022,187417891,156619848,26C,C,15,,
2022,192069520,160671324,13C,C,35,,
2022,187121883,156364435,13B,C,35,,
2022,187505236,156696533,23C,C,30,,
2022,192069521,160671325,23F,C,33,,
2022,187121884,156364436,23C,C,17,,
2022,192069522,160671326,11D,C,35,,
2022,187505238,156696535,23C,C,43,,
2022,192150125,160740446,290,C,25,,
2022,187734652,156895488,13B,C,35,,
2022,187734653,156895488,290,C,35,,
2022,192150126,160740447,23C,C,24,,
2022,187505244,156696540,26C,C,35,,
2022,187121885,156364437,23F,C,35,,
2022,192150127,160740448,23D,C,35,,
2022,197761717,165634062,35A,C,25,,
2022,197761718,165634062,35B,C,25,,
2022,192150128,160740449,26D,C,17,,
2022,187217264,156443513,23F,C,35,,
2022,192160799,160749624,290,C,35,,
2022,187217265,156443514,23C,C,14,,
2022,192160800,160749625,240,C,25,,
2022,187217266,156443515,13B,C,35,,
2022,187217267,156443516,23C,C,24,,
2022,192160801,160749626,26A,C,15,,
2022,187417897,156619853,23C,C,17,,
2022,192160802,160749627,23H,C,25,,
2022,187505246,156696542,13B,C,35,,
2022,192160803,160749628,26B,C,15,,
2022,187220728,156446440,23H,C,2,,
2022,192457845,161002923,23H,C,17,,
2022,192160804,160749628,23H,C,7,,
2022,192160805,160749629,290,C,14,,
2022,187217270,156443519,23C,C,19,,
2022,192195846,160780258,290,C,33,,
2022,189241607,158207770,13B,C,35,,
2022,192195847,160780259,26A,A,35,,
2022,187220729,156446441,23C,C,17,,
2022,187417899,156619855,23C,C,17,,
2022,192195848,160780260,290,C,32,,
2022,187352177,156564175,220,C,98,,F
2022,192195849,160780261,26F,A,15,,
2022,189361319,158312697,13B,C,98,,
2022,189361320,158312697,290,C,33,,
2022,192457717,161002809,26B,C,15,,
2022,187734654,156895489,23H,C,98,,
2022,192457718,161002810,13C,C,25,,
2022,189823357,158720999,13B,C,35,,
2022,192457719,161002811,26B,C,15,,
2022,187352179,156564177,26B,C,15,,
2022,187352180,156564178,220,A,35,,F
2022,192493387,161032994,13B,C,40,,
2022,187352181,156564178,290,C,35,,
2022,187352182,156564179,23H,C,37,,
2022,187352183,156564180,290,C,35,,
2022,187645084,156818344,120,C,35,,
2022,187645085,156818345,23C,C,17,,
2022,187352184,156564181,290,C,35,,
2022,192493388,161032995,13C,C,40,,
2022,190714013,159492610,520,C,25,,
2022,192493389,161032996,26B,C,15,,
2022,187355674,156567176,290,C,10,,
2022,187645086,156818346,13B,C,25,,
2022,192493390,161032997,13B,C,40,,
2022,187355675,156567177,23C,C,17,,
2022,192493392,161032999,13C,C,11,,
2022,187355676,156567178,13B,C,37,,
2022,192493393,161033000,13C,C,13,,
2022,187352185,156564182,290,C,35,,
2022,192493394,161033001,290,C,25,,
2022,189193644,158167293,120,C,35,,
2022,187645087,156818347,290,C,35,,
2022,194331238,162635535,26B,C,15,,
2022,187355677,156567179,290,C,35,,
2022,194331239,162635536,26A,A,35,,
2022,187355679,156567181,13B,C,35,,
2022,194331240,162635537,13B,C,35,,
2022,197683289,165566916,13B,C,35,,
2022,197683290,165566916,290,C,35,,
2022,194331241,162635538,26F,C,15,,
2022,190533432,159336899,13B,C,35,,
2022,190533433,159336899,35A,C,35,,
2022,190533434,159336899,35B,C,35,,
2022,194331242,162635539,23C,C,17,,
2022,190714014,159492611,290,C,25,,
2022,190714015,159492611,520,C,25,,
2022,194331243,162635540,13B,C,35,,
2022,188662751,157706427,220,C,44,,F
2022,188662752,157706427,290,C,44,,
2022,187355687,156567185,13B,C,98,,
2022,194331244,162635541,13B,C,41,,
2022,187355688,156567186,23C,C,44,,
2022,194331245,162635542,26B,C,15,,
2022,187355689,156567187,23H,C,37,,
2022,194331246,162635543,13B,C,25,,
2022,189185526,158160066,23C,C,17,,
2022,187355690,156567188,220,C,35,,N
2022,187355691,156567188,26B,C,35,,
2022,194331247,162635544,250,C,17,,
2022,189361323,158312700,23C,C,44,,
2022,194331248,162635544,23C,C,17,,
2022,189361324,158312700,35B,C,44,,
2022,194331249,162635545,26B,C,44,,
2022,187645088,156818348,23C,C,17,,
2022,194331250,162635546,290,C,25,,
2022,197761763,165634099,13A,C,35,,
2022,197761764,165634099,290,C,35,,
2022,197761765,165634099,520,C,35,,
2022,194331251,162635547,23H,C,44,,
2022,197683292,165566918,13B,C,35,,
2022,194331252,162635548,23H,C,35,,
2022,187717346,156880471,290,C,35,,
2022,194331253,162635549,23H,C,33,,
2022,189185532,158160069,13B,C,35,,
2022,189185533,158160069,290,C,35,,
2022,194331254,162635550,23H,C,25,,
2022,187734655,156895490,23C,C,44,,
2022,194331255,162635551,23F,C,25,,
2022,187734657,156895492,13B,C,35,,
2022,194331256,162635552,23H,C,25,,
2022,187417903,156619857,23H,C,14,,
2022,194331257,162635553,23H,C,35,,
2022,197761809,165634142,23C,C,17,,
2022,194331258,162635554,13B,C,35,,
2022,187355692,156567189,100,C,35,,
2022,194331259,162635555,13B,C,35,,
2022,187715019,156878430,220,C,35,,N
2022,194331260,162635556,280,C,25,,
2022,189111626,158095098,13B,C,35,,
2022,189111627,158095098,520,C,35,,
2022,194331261,162635557,26B,A,15,,
2022,203220831,170382695,13B,C,35,,
2022,194331262,162635558,23H,C,25,,
2022,189185534,158160070,23H,C,11,,
2022,194331263,162635559,13C,C,15,,
2022,187377848,156586069,23C,C,30,,
2022,194331264,162635560,23F,C,25,,
2022,187377852,156586071,290,C,35,,
2022,194331265,162635561,290,C,32,,
2022,187734658,156895493,13B,C,35,,
2022,187734659,156895493,520,C,35,,
2022,194331266,162635562,220,C,30,,F
2022,197761833,165634164,23H,C,26,,
2022,187377853,156586072,13B,C,35,,
2022,194331267,162635562,23D,C,30,,
2022,194331268,162635562,290,C,30,,
2022,187377854,156586073,23H,C,98,,
2022,194331269,162635563,26B,C,15,,
2022,189185535,158160071,35A,C,25,,
2022,189185536,158160071,35B,C,25,,
2022,194331270,162635564,26D,A,15,,
2022,189099299,158084457,11A,C,98,,
2022,194331271,162635565,290,C,35,,
2022,187377855,156586074,23C,C,14,,
2022,194331272,162635566,13B,C,35,,
2022,189099301,158084459,13B,C,35,,
2022,194331273,162635567,23H,C,14,,
2022,192409678,160962428,35B,C,25,,
2022,194331274,162635568,13B,C,37,,
2022,187417905,156619859,13C,C,35,,
2022,194331275,162635569,290,C,32,,
2022,187734660,156895494,23H,C,24,,
2022,187734661,156895494,250,C,24,,
2022,194331276,162635570,13B,C,35,,
2022,187388375,156595442,23C,C,17,,
2022,194331277,162635571,23G,C,25,,
2022,187388376,156595443,23H,C,23,,
2022,197683295,165566921,35A,C,25,,
2022,194331278,162635572,23G,C,25,,
2022,189361325,158312701,290,C,35,,
2022,194752771,163008951,26A,A,15,,
2022,187433856,156634320,13B,C,35,,
2022,194752772,163008952,26A,C,15,,
2022,192409679,160962429,35A,C,25,,
2022,194752773,163008953,26B,C,15,,
2022,187417906,156619860,23C,C,14,,
2022,187717350,156880474,23H,C,26,,
2022,187717351,156880474,240,C,26,,
2022,194752774,163008953,26F,C,15,,
2022,194752777,163008955,23H,C,35,,
2022,187734662,156895495,13B,C,35,,
2022,194752778,163008956,23F,C,25,,
2022,187505250,156696546,220,C,98,,N
2022,194752779,163008957,23F,C,25,,
2022,187417907,156619861,23H,C,35,,
2022,187734663,156895496,23H,C,33,,
2022,194752782,163008959,290,C,17,,
2022,187433860,156634324,23H,C,98,,
2022,194752783,163008960,13B,C,35,,
2022,190533436,159336901,13B,C,35,,
2022,194756134,163011898,23H,C,37,,
2022,189185538,158160073,290,C,35,,
2022,187505252,156696548,290,C,35,,
2022,194756135,163011899,290,C,23,,
2022,197761862,165634191,13B,C,35,,
2022,197761863,165634191,23H,C,35,,
2022,194756136,163011900,23H,C,35,,
2022,187623538,156799418,290,C,35,,
2022,194756137,163011901,290,C,33,,
2022,189185539,158160074,13B,C,35,,
2022,189185540,158160074,290,C,98,,
2022,194756138,163011902,11D,C,40,,
2022,188027316,157147786,23C,C,41,,
2022,194756139,163011903,26F,C,15,,
2022,187734666,156895499,23C,C,14,,
2022,196621884,164644097,290,C,25,,
2022,187717354,156880477,23C,C,19,,
2022,189185541,158160075,23H,C,11,,
2022,196621885,164644098,23F,C,25,,
2022,187623539,156799419,23H,C,7,,
2022,187717355,156880478,23H,C,32,,
2022,196621886,164644099,13B,C,33,,
2022,187717357,156880480,23H,C,35,,
2022,196621887,164644100,23C,C,17,,
2022,201064222,168513581,13B,C,35,,
2022,196621888,164644101,23H,C,35,,
2022,188906612,157916668,23C,C,98,,
2022,196689139,164702594,23H,C,35,,
2022,187734667,156895500,13B,C,35,,
2022,189185542,158160076,13B,C,35,,
2022,196621889,164644102,290,C,32,,
2022,187717358,156880481,290,C,35,,
2022,196621890,164644103,35A,C,25,,
2022,188906614,157916670,23F,C,35,,
2022,196689141,164702596,290,C,33,,
2022,189054577,158046805,13A,C,35,,
2022,189054578,158046805,290,C,35,,
2022,196689143,164702598,13B,C,35,,
2022,187734668,156895501,23C,C,14,,
2022,187734669,156895502,13B,C,98,,
2022,196722025,164730633,23D,C,35,,
2022,188027318,157147788,23C,C,19,,
2022,197549576,165450384,26B,C,15,,
2022,187631201,156806137,23H,C,41,,
2022,187734671,156895504,220,C,98,,F
2022,187734672,156895504,290,C,98,,
2022,197549577,165450385,23C,C,17,,
2022,187631203,156806139,13B,C,19,,
2022,196722026,164730634,23G,C,25,,
2022,187717359,156880482,23C,C,17,,
2022,187631204,156806140,290,C,11,,
2022,196784704,164784724,210,A,15,,
2022,187631205,156806141,23H,C,35,,
2022,196784705,164784725,23F,C,25,,
2022,188895556,157907112,250,C,98,,
2022,188895557,157907112,26B,C,15,,
2022,196784708,164784727,26B,C,15,,
2022,187623540,156799420,23C,C,14,,
2022,187734673,156895505,23H,C,35,,
2022,196784709,164784728,23G,C,25,,
2022,187734674,156895506,23C,C,44,,
2022,196822889,164817856,23F,C,25,,
2022,187717360,156880483,220,C,35,,N
2022,187734675,156895507,23C,C,17,,
2022,196945827,164925539,23G,C,25,,
2022,188895558,157907113,13A,C,26,,
2022,190533437,159336902,11A,C,35,,
2022,196822890,164817857,26B,C,15,,
2022,187623543,156799423,290,C,37,,
2022,196822891,164817858,13B,C,35,,
2022,187717361,156880484,13B,C,35,,
2022,196822892,164817859,26B,C,15,,
2022,188895560,157907115,13B,C,98,,
2022,188895561,157907115,520,C,33,,
2022,196822893,164817860,13B,C,35,,
2022,197683296,165566922,220,C,35,,N
2022,197683297,165566922,280,C,35,,
2022,197683298,165566922,290,C,35,,
2022,197683299,165566922,35A,C,35,,
2022,197683300,165566922,35B,C,35,,
2022,196938565,164919191,23C,C,24,,
2022,187734676,156895508,26B,C,15,,
2022,189185545,158160078,23H,C,41,,
2022,196938566,164919192,13A,C,35,,
2022,188895563,157907117,23C,C,17,,
2022,196938567,164919193,250,C,17,,
2022,192457846,161002924,13B,C,35,,
2022,192457847,161002924,520,C,35,,
2022,196938568,164919194,26B,C,15,,
2022,196945828,164925540,23F,C,33,,
2022,196945829,164925541,26B,C,15,,
2022,176128406,146774501,13A,C,35,,
2022,187631206,156806142,13B,C,26,,
2022,199976170,167568424,09A,C,25,,
2022,199976171,167568424,520,C,25,,
2022,187734677,156895509,13B,C,35,,
2022,187734678,156895510,23C,C,44,,
2022,187638833,156812841,290,C,35,,
2022,188886997,157899778,13B,C,35,,
2022,188886998,157899779,290,C,32,,
2022,189234346,158201277,13B,C,25,,
2022,187638834,156812842,23H,C,25,,
2022,188034677,157154261,13B,C,25,,
2022,188034678,157154262,23C,C,44,,
2022,194336576,162640417,23C,C,14,,
2022,188034679,157154263,23C,C,44,,
2022,187866662,157008772,23H,C,35,,
2022,189234347,158201278,23H,C,25,,
2022,187741073,156901125,23C,C,44,,
2022,188647661,157693088,23H,C,41,,
2022,197761893,165634216,13A,C,98,,
2022,197761894,165634216,290,C,98,,
2022,188895564,157907118,35B,C,98,,
2022,188647662,157693089,13B,C,35,,
2022,188027326,157147796,23G,C,33,,
2022,188034680,157154264,23G,C,98,,
2022,187741077,156901129,23C,C,14,,
2022,187866663,157008773,23H,C,43,,
2022,201524516,168907355,13B,C,35,,
2022,187866665,157008775,290,C,35,,
2022,197456733,165371196,120,C,25,,
2022,188027329,157147799,23H,C,11,,
2022,192457848,161002925,35A,C,25,,
2022,187866668,157008778,220,C,13,,F
2022,187866669,157008778,290,C,13,,
2022,188034681,157154265,23C,C,24,,
2022,188034682,157154266,13B,C,98,,
2022,188034683,157154267,35A,C,98,,
2022,188827018,157846999,23H,C,24,,
2022,188827019,157846999,250,C,24,,
2022,188662767,157706438,13B,C,35,,
2022,194336577,162640418,11A,C,35,,
2022,197456734,165371197,23F,C,25,,
2022,197456735,165371197,240,C,25,,
2022,189185546,158160079,13A,C,35,,
2022,189185547,158160079,290,C,35,,
2022,197456736,165371198,35A,C,25,,
2022,197456737,165371198,35B,C,25,,
2022,188034686,157154269,23C,C,24,,
2022,176128407,146774501,290,C,35,,
2022,187866670,157008779,23H,C,35,,
2022,176128408,146774502,13B,C,35,,
2022,188034687,157154270,23C,C,17,,
2022,176028173,146686943,26A,C,15,,
2022,188034688,157154271,23F,C,35,,
2022,188034690,157154273,23C,C,14,,
2022,187866672,157008781,13B,C,25,,
2022,197456738,165371199,23H,C,37,,
2022,188662771,157706441,23H,C,25,,
2022,188662772,157706441,26B,C,25,,
2022,188034692,157154275,13B,C,26,,
2022,187897851,157036412,13B,C,35,,
2022,197761937,165634251,23H,C,6,,
2022,197761938,165634251,240,C,6,,
2022,197761941,165634251,290,C,98,,
2022,177135782,147665231,13B,C,25,,
2022,187897858,157036416,23C,C,17,,
2022,177135784,147665233,26F,C,15,,
2022,187897860,157036418,23H,C,35,,
2022,177646328,148109159,26A,C,15,,
2022,187897862,157036420,290,C,32,,
2022,187897866,157036424,13B,C,35,,
2022,177129487,147659893,23H,C,35,,
2022,188514336,157577778,23F,C,25,,
2022,190714019,159492615,13A,C,35,,
2022,177066990,147604086,240,C,35,,
2022,188007035,157130027,13B,C,35,,
2022,177066991,147604087,26F,C,15,,
2022,197456744,165371202,13B,C,25,,
2022,197456745,165371202,290,C,25,,
2022,177129488,147659894,26F,C,19,,
2022,188827022,157847001,13B,C,98,,
2022,177066992,147604088,220,C,37,,F
2022,189047888,158041052,11D,C,35,,
2022,177066993,147604089,26F,C,15,,
2022,189047889,158041053,11D,C,26,,
2022,189047890,158041053,23H,C,26,,
2022,177129489,147659895,13B,C,35,,
2022,188009989,157132641,23H,C,33,,
2022,177129490,147659896,26F,C,15,,
2022,188667146,157710337,250,C,7,,
2022,197456746,165371203,23C,C,98,,
2022,177646330,148109161,26A,C,15,,
2022,188662778,157706446,23C,C,17,,
2022,177380955,147877996,23C,C,30,,
2022,188007039,157130030,23H,C,35,,
2022,188895567,157907120,13B,C,19,,
2022,177380956,147877997,240,C,35,,
2022,188514337,157577779,23H,C,11,,
2022,177380957,147877997,220,C,35,,N
2022,177599972,148071401,26A,C,98,,
2022,188662780,157706448,240,C,35,,
2022,194336578,162640419,520,C,35,,
2022,177646332,148109163,13B,C,35,,
2022,188009990,157132642,13B,C,35,,
2022,179103251,149388568,26F,C,15,,
2022,188514338,157577780,13B,C,44,,
2022,197412100,165333115,13A,C,35,,
2022,179625741,149836795,240,C,33,,
2022,188009991,157132643,13B,C,35,,
2022,179103253,149388570,23H,C,37,,
2022,188895568,157907121,13B,C,35,,
2022,188895569,157907121,520,C,35,,
2022,179103254,149388571,13B,C,35,,
2022,188662784,157706451,23F,C,11,,
2022,188009992,157132644,23H,C,44,,
2022,179103255,149388572,26B,C,15,,
2022,197412103,165333117,23H,C,32,,
2022,197412104,165333117,240,C,32,,
2022,197412105,165333117,26B,C,32,,
2022,179625742,149836796,520,C,25,,
2022,197412106,165333117,280,C,32,,
2022,197412107,165333117,290,C,32,,
2022,188514339,157577781,23C,C,41,,
2022,179103256,149388573,26F,C,15,,
2022,188511374,157575368,23H,C,35,,
2022,179103257,149388574,370,C,37,,
2022,188511375,157575369,23C,C,19,,
2022,179325415,149577613,23F,A,35,,
2022,194336579,162640420,220,C,35,,F
2022,194336580,162640420,290,C,35,,
2022,188662787,157706453,23F,C,35,,
2022,179427047,149664252,26F,C,15,,
2022,188096080,157204270,23G,C,33,,
2022,179625743,149836797,280,C,25,,
2022,188096081,157204271,23H,C,41,,
2022,188096082,157204272,13B,C,98,,
2022,179625744,149836798,26A,C,98,,
2022,188096083,157204273,23H,C,35,,
2022,179640859,149849749,26E,C,15,,
2022,188096084,157204274,23C,C,14,,
2022,179755147,149949292,26F,C,15,,
2022,188514340,157577782,13B,C,35,,
2022,190118604,158976323,220,A,35,,F
2022,180557200,150635524,26A,C,15,,
2022,188514341,157577783,23H,C,35,,
2022,188514342,157577784,290,C,33,,
2022,181604984,151551270,13A,C,33,,
2022,191009712,159747753,13B,C,98,,
2022,188514344,157577786,13B,C,35,,
2022,180573826,150650145,240,C,35,,
2022,188511379,157575372,23G,C,32,,
2022,180573829,150650147,26F,C,15,,
2022,188511380,157575373,23H,C,35,,
2022,188511381,157575374,13B,C,35,,
2022,181605577,151551774,240,C,35,,
2022,188511382,157575375,26B,C,98,,
2022,188511383,157575376,23C,C,17,,
2022,181605578,151551775,23G,C,35,,
2022,188514345,157577787,13B,C,35,,
2022,181605579,151551776,26B,C,15,,
2022,188514346,157577788,23H,C,7,,
2022,188514347,157577788,250,C,7,,
2022,188514348,157577789,220,C,98,,F
2022,181605580,151551777,26A,A,15,,
2022,188514351,157577791,290,C,35,,
2022,181605581,151551778,26F,C,15,,
2022,188514352,157577792,23C,C,14,,
2022,181605582,151551779,13B,C,35,,
2022,188514353,157577793,23H,C,98,,
2022,188514354,157577794,290,C,35,,
2022,181605583,151551780,13B,C,33,,
2022,188743109,157774631,23H,C,35,,
2022,181605584,151551781,26G,C,15,,
2022,188514355,157577795,13B,C,98,,
2022,181605585,151551782,26E,C,15,,
2022,189185548,158160080,35A,C,14,,
2022,181605586,151551783,26A,A,15,,
2022,188827024,157847003,13B,C,35,,
2022,181605587,151551784,26F,C,15,,
2022,188514356,157577796,13B,C,35,,
2022,181549589,151504104,13B,C,33,,
2022,201524517,168907356,23C,C,24,,
2022,181605972,151552119,26F,C,15,,
2022,194336581,162640421,26B,C,17,,
2022,188895571,157907123,13B,C,35,,
2022,188895572,157907123,520,C,35,,
2022,182651899,152468176,26F,C,15,,
2022,188514359,157577798,23H,C,41,,
2022,188662791,157706456,13B,C,35,,
2022,182651900,152468177,26A,C,15,,
2022,188514360,157577799,290,C,25,,
2022,182651901,152468178,26F,C,15,,
2022,197761987,165634289,220,C,98,,F
2022,197761988,165634289,290,C,17,,
2022,182651902,152468179,26A,C,11,,
2022,189361327,158312703,240,C,26,,
2022,188647664,157693091,23H,C,35,,
2022,182651903,152468180,26F,C,15,,
2022,188647665,157693092,23C,C,14,,
2022,182651904,152468181,23F,C,35,,
2022,190533438,159336903,13B,C,35,,
2022,182651905,152468182,26F,C,15,,
2022,188647666,157693093,23H,C,24,,
2022,182651906,152468183,26A,C,15,,
2022,188647667,157693094,23C,C,14,,
2022,188662793,157706458,290,C,32,,
2022,182651907,152468184,210,C,15,,
2022,188895573,157907124,23C,C,44,,
2022,182651908,152468185,240,A,35,,
2022,194336582,162640422,23C,C,24,,
2022,182651909,152468186,26A,C,7,,
2022,189361330,158312706,13B,C,35,,
2022,182651910,152468187,26A,C,15,,
2022,188743112,157774634,13B,C,35,,
2022,182932309,152710030,23H,C,38,,
2022,188662795,157706460,23C,C,24,,
2022,188743113,157774635,23F,C,33,,
2022,182932310,152710031,290,C,32,,
2022,189185549,158160081,520,C,20,,
2022,182794183,152590005,250,C,17,,
2022,188662797,157706462,13B,C,26,,
2022,182794184,152590006,23H,C,35,,
2022,188649898,157695101,23H,C,35,,
2022,188662798,157706463,290,C,35,,
2022,182794185,152590007,26F,C,15,,
2022,188649899,157695102,23H,C,35,,
2022,184086596,153716297,26E,C,15,,
2022,188649900,157695103,13B,C,35,,
2022,194336583,162640423,250,C,35,,
2022,184086597,153716298,290,C,35,,
2022,197762034,165634325,23H,C,37,,
2022,197762035,165634325,26B,C,37,,
2022,184086598,153716299,26F,C,15,,
2022,188895574,157907125,13B,C,33,,
2022,184086599,153716300,13B,C,35,,
2022,197762089,165634371,13B,C,21,,
2022,184086600,153716301,23F,C,35,,
2022,196168276,164242731,220,C,98,,F
2022,196168277,164242731,290,C,98,,
2022,184086601,153716302,26F,C,15,,
2022,197762139,165634413,13B,C,26,,
2022,197762140,165634413,290,C,26,,
2022,184086602,153716303,26B,A,15,,
2022,188662803,157706466,13B,C,35,,
2022,184086603,153716304,23F,C,33,,
2022,188981161,157981378,23F,C,33,,
2022,188981162,157981378,26B,C,33,,
2022,188981163,157981378,290,C,33,,
2022,184086604,153716305,23F,C,33,,
2022,188895577,157907127,23C,C,17,,
2022,184086605,153716306,23F,A,33,,
2022,184086606,153716307,23F,A,33,,
2022,184086607,153716307,290,C,33,,
2022,184086608,153716308,26A,C,15,,
2022,184086609,153716309,26F,C,15,,
2022,185490163,154943642,26A,C,15,,
2022,185490164,154943643,13B,C,35,,
2022,189047896,158041055,23H,C,41,,
2022,185490165,154943644,35A,C,25,,
2022,189185550,158160082,13B,C,35,,
2022,185490166,154943645,26F,C,15,,
2022,188743116,157774638,23H,C,24,,
2022,188743117,157774639,13B,C,35,,
2022,185490167,154943646,13B,C,35,,
2022,188823506,157843804,23H,C,24,,
2022,185490168,154943647,13B,C,37,,
2022,188823507,157843805,23H,C,98,,
2022,185490169,154943648,23C,C,30,,
2022,196809446,164806390,23H,C,35,,
2022,185836784,155244018,26B,C,15,,
2022,188895578,157907128,13B,C,35,,
2022,188895579,157907128,290,C,35,,
2022,188895580,157907129,23C,C,43,,
2022,185836785,155244019,26F,C,15,,
2022,188895581,157907130,290,C,35,,
2022,185836786,155244020,290,C,32,,
2022,194336586,162640425,35A,C,25,,
2022,194336587,162640425,35B,C,17,,
2022,185836787,155244021,26F,C,15,,
2022,199604022,167244262,290,C,35,,
2022,185836788,155244022,290,C,38,,
2022,188823511,157843808,23H,C,33,,
2022,185836789,155244023,35A,C,25,,
2022,188823512,157843809,23C,C,24,,
2022,185836790,155244023,35B,C,25,,
2022,185836791,155244024,13B,C,35,,
2022,188823513,157843810,220,C,34,34,F
2022,185836792,155244025,26F,C,15,,
2022,188823514,157843811,290,C,98,,
2022,188823515,157843812,13B,C,35,,
2022,185836793,155244026,290,C,13,,
